freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.615e+02,2.529e+01,1.282e+01,4.996e+02
1.6,2.808e+02,3.029e+01,1.981e+01,3.309e+02
3.1,4.240e+01,2.894e+01,1.683e+01,8.818e+01
4.7,3.847e+02,1.014e+02,1.738e+01,5.035e+02
6.3,1.152e+03,1.061e+02,1.752e+01,1.276e+03
7.9,1.813e+03,2.382e+01,1.662e+01,1.854e+03
9.4,2.640e+03,1.939e+01,1.741e+01,2.677e+03
11.0,3.510e+03,2.257e+01,1.824e+01,3.551e+03
12.6,4.444e+03,2.576e+01,1.803e+01,4.488e+03
14.1,5.805e+03,2.807e+01,1.805e+01,5.851e+03
15.7,7.679e+03,3.044e+01,1.841e+01,7.728e+03
17.3,1.040e+04,3.696e+01,1.990e+01,1.046e+04
18.8,1.401e+04,4.923e+01,2.307e+01,1.408e+04
20.4,1.677e+04,6.300e+01,2.588e+01,1.685e+04
22.0,1.930e+04,7.812e+01,2.452e+01,1.940e+04
23.6,2.275e+04,9.803e+01,2.771e+01,2.287e+04
25.1,2.630e+04,1.148e+02,2.193e+01,2.644e+04
26.7,2.834e+04,1.156e+02,2.805e+01,2.849e+04
28.3,2.982e+04,1.274e+02,3.023e+01,2.998e+04
29.8,3.849e+04,1.839e+02,3.213e+01,3.871e+04
31.4,4.825e+04,2.420e+02,3.966e+01,4.853e+04
33.0,5.519e+04,2.763e+02,5.118e+01,5.552e+04
34.6,6.418e+04,3.097e+02,8.227e+01,6.457e+04
36.1,7.864e+04,3.764e+02,1.440e+02,7.916e+04
37.7,9.496e+04,4.262e+02,2.522e+02,9.564e+04
39.3,1.138e+05,7.311e+02,3.647e+02,1.149e+05
40.8,1.386e+05,1.791e+03,4.783e+02,1.409e+05
42.4,1.807e+05,4.211e+03,5.229e+02,1.855e+05
44.0,2.327e+05,8.778e+03,3.430e+02,2.418e+05
45.5,2.859e+05,1.460e+04,4.080e+02,3.010e+05
47.1,3.500e+05,2.329e+04,2.130e+03,3.754e+05
48.7,4.568e+05,2.621e+04,6.170e+03,4.892e+05
50.3,7.107e+05,1.955e+04,9.720e+03,7.400e+05
51.8,1.128e+06,1.948e+04,1.185e+04,1.159e+06
53.4,1.559e+06,3.027e+04,1.349e+04,1.603e+06
55.0,1.861e+06,4.071e+04,2.129e+04,1.923e+06
56.5,1.812e+06,4.056e+04,3.245e+04,1.885e+06
58.1,1.538e+06,3.333e+04,3.979e+04,1.611e+06
59.7,1.176e+06,2.682e+04,3.853e+04,1.242e+06
61.3,8.460e+05,2.193e+04,3.212e+04,9.000e+05
62.8,6.033e+05,1.797e+04,2.577e+04,6.471e+05
64.4,4.667e+05,1.648e+04,2.226e+04,5.054e+05
66.0,3.933e+05,1.649e+04,2.024e+04,4.300e+05
67.5,3.371e+05,1.661e+04,1.948e+04,3.732e+05
69.1,3.198e+05,1.842e+04,2.158e+04,3.598e+05
70.7,2.801e+05,1.795e+04,2.170e+04,3.197e+05
72.2,2.205e+05,1.494e+04,1.811e+04,2.536e+05
73.8,1.599e+05,1.019e+04,1.058e+04,1.807e+05
75.4,1.076e+05,6.058e+03,5.011e+03,1.187e+05
77.0,7.012e+04,3.896e+03,2.944e+03,7.696e+04
78.5,4.525e+04,2.626e+03,1.865e+03,4.974e+04
80.1,2.899e+04,1.979e+03,1.301e+03,3.227e+04
81.7,1.644e+04,1.604e+03,1.318e+03,1.936e+04
83.2,1.026e+04,1.555e+03,1.728e+03,1.355e+04
84.8,9.206e+03,1.332e+03,1.846e+03,1.238e+04
86.4,1.358e+04,1.132e+03,1.923e+03,1.663e+04
88.0,2.867e+04,1.310e+03,1.957e+03,3.193e+04
89.5,5.307e+04,2.161e+03,1.584e+03,5.681e+04
91.1,8.863e+04,4.560e+03,1.108e+03,9.429e+04
92.7,1.421e+05,9.989e+03,1.365e+03,1.535e+05
94.2,1.852e+05,1.673e+04,2.636e+03,2.046e+05
95.8,1.985e+05,2.088e+04,3.568e+03,2.229e+05
97.4,1.824e+05,2.205e+04,3.810e+03,2.083e+05
98.9,1.530e+05,2.139e+04,3.891e+03,1.783e+05
100.5,1.240e+05,2.014e+04,3.883e+03,1.480e+05
102.1,1.042e+05,2.009e+04,3.944e+03,1.282e+05
103.7,1.001e+05,2.270e+04,4.061e+03,1.268e+05
105.2,1.231e+05,2.997e+04,3.947e+03,1.570e+05
106.8,1.753e+05,4.523e+04,3.094e+03,2.236e+05
108.4,1.863e+05,5.623e+04,2.163e+03,2.447e+05
109.9,1.606e+05,6.046e+04,1.563e+03,2.227e+05
111.5,1.281e+05,6.084e+04,1.358e+03,1.903e+05
113.1,9.685e+04,5.774e+04,1.093e+03,1.557e+05
114.6,7.295e+04,5.557e+04,6.727e+02,1.292e+05
116.2,5.931e+04,5.799e+04,4.829e+02,1.178e+05
117.8,5.329e+04,6.849e+04,4.909e+02,1.223e+05
119.4,4.723e+04,8.624e+04,6.127e+02,1.341e+05
120.9,3.486e+04,1.009e+05,1.684e+03,1.374e+05
122.5,2.746e+04,1.099e+05,5.211e+03,1.425e+05
124.1,2.819e+04,1.056e+05,1.077e+04,1.445e+05
125.6,2.816e+04,9.145e+04,1.519e+04,1.348e+05
127.2,2.947e+04,8.157e+04,1.883e+04,1.299e+05
128.8,3.832e+04,7.601e+04,2.510e+04,1.394e+05
130.4,5.117e+04,6.178e+04,3.008e+04,1.430e+05
131.9,5.662e+04,4.188e+04,2.938e+04,1.279e+05
133.5,4.008e+04,1.953e+04,1.933e+04,7.894e+04
135.1,3.013e+04,9.191e+03,1.392e+04,5.324e+04
136.6,3.082e+04,7.327e+03,1.381e+04,5.196e+04
138.2,3.236e+04,6.094e+03,1.407e+04,5.252e+04
139.8,3.476e+04,5.644e+03,1.477e+04,5.517e+04
141.3,3.552e+04,5.823e+03,1.525e+04,5.659e+04
142.9,3.359e+04,5.910e+03,1.481e+04,5.431e+04
144.5,3.080e+04,5.755e+03,1.397e+04,5.053e+04
146.1,3.007e+04,5.785e+03,1.406e+04,4.991e+04
147.6,2.966e+04,6.069e+03,1.456e+04,5.029e+04
149.2,2.980e+04,6.718e+03,1.544e+04,5.196e+04
150.8,2.960e+04,7.527e+03,1.631e+04,5.345e+04
