freq,psd_x,psd_y,psd_z,psd_xyz
94.9,6.274e+04,1.058e+04,2.589e+03,7.590e+04
96.4,5.449e+04,9.129e+03,2.422e+03,6.604e+04
97.9,4.733e+04,8.519e+03,2.070e+03,5.792e+04
99.4,4.661e+04,8.881e+03,1.928e+03,5.742e+04
100.9,4.656e+04,1.004e+04,1.624e+03,5.822e+04
102.4,3.937e+04,9.775e+03,9.908e+02,5.013e+04
104.0,2.718e+04,6.592e+03,7.119e+02,3.449e+04
105.5,2.420e+04,4.507e+03,9.566e+02,2.966e+04
107.0,2.735e+04,4.139e+03,1.447e+03,3.293e+04
108.5,3.084e+04,4.663e+03,1.854e+03,3.736e+04
110.0,3.522e+04,5.632e+03,2.099e+03,4.295e+04
111.5,3.949e+04,6.799e+03,2.348e+03,4.863e+04
113.0,4.291e+04,7.912e+03,2.586e+03,5.341e+04
114.5,4.151e+04,7.842e+03,2.474e+03,5.182e+04
116.0,3.761e+04,7.104e+03,2.099e+03,4.682e+04
117.5,3.365e+04,6.346e+03,2.058e+03,4.206e+04
119.0,3.335e+04,6.362e+03,2.398e+03,4.211e+04
120.5,3.739e+04,7.424e+03,3.085e+03,4.790e+04
122.0,4.144e+04,8.596e+03,3.807e+03,5.384e+04
123.5,4.517e+04,9.846e+03,4.534e+03,5.955e+04
125.0,4.758e+04,1.085e+04,5.141e+03,6.357e+04
126.6,4.869e+04,1.161e+04,5.658e+03,6.595e+04
128.1,4.830e+04,1.199e+04,6.024e+03,6.631e+04
129.6,4.734e+04,1.195e+04,6.300e+03,6.558e+04
131.1,4.511e+04,1.165e+04,6.399e+03,6.315e+04
132.6,3.300e+04,8.851e+03,5.150e+03,4.700e+04
134.1,1.604e+04,5.113e+03,3.373e+03,2.452e+04
135.6,1.363e+04,4.904e+03,3.254e+03,2.179e+04
137.1,1.333e+04,5.006e+03,3.299e+03,2.163e+04
138.6,1.242e+04,4.863e+03,3.126e+03,2.041e+04
140.1,1.173e+04,4.782e+03,3.026e+03,1.954e+04
141.6,1.118e+04,4.736e+03,3.051e+03,1.897e+04
143.1,1.064e+04,4.568e+03,3.096e+03,1.830e+04
144.6,9.909e+03,4.334e+03,3.070e+03,1.731e+04
146.1,9.112e+03,4.034e+03,3.058e+03,1.620e+04
147.6,8.274e+03,3.825e+03,3.002e+03,1.510e+04
149.1,7.306e+03,3.528e+03,2.825e+03,1.366e+04
150.7,6.491e+03,3.265e+03,2.652e+03,1.241e+04
152.2,6.147e+03,3.248e+03,2.637e+03,1.203e+04
153.7,6.016e+03,3.376e+03,2.664e+03,1.206e+04
155.2,5.941e+03,3.568e+03,2.761e+03,1.227e+04
156.7,5.820e+03,3.537e+03,2.777e+03,1.213e+04
158.2,5.487e+03,3.308e+03,2.797e+03,1.159e+04
159.7,4.816e+03,3.048e+03,2.553e+03,1.042e+04
161.2,3.621e+03,2.673e+03,1.926e+03,8.221e+03
162.7,2.901e+03,2.607e+03,1.671e+03,7.179e+03
164.2,2.809e+03,2.745e+03,1.786e+03,7.341e+03
165.7,2.921e+03,2.909e+03,2.046e+03,7.876e+03
167.2,3.359e+03,3.058e+03,2.533e+03,8.949e+03
168.7,3.891e+03,3.077e+03,3.180e+03,1.015e+04
170.2,4.761e+03,3.077e+03,4.103e+03,1.194e+04
171.7,5.925e+03,3.115e+03,5.337e+03,1.438e+04
173.3,6.605e+03,3.205e+03,6.293e+03,1.610e+04
174.8,6.366e+03,3.120e+03,6.429e+03,1.591e+04
176.3,5.648e+03,2.758e+03,6.180e+03,1.459e+04
177.8,4.877e+03,2.330e+03,5.773e+03,1.298e+04
179.3,4.281e+03,2.101e+03,5.564e+03,1.195e+04
180.8,4.101e+03,2.099e+03,5.618e+03,1.182e+04
182.3,4.023e+03,2.204e+03,5.783e+03,1.201e+04
183.8,3.732e+03,2.175e+03,5.594e+03,1.150e+04
185.3,3.430e+03,2.182e+03,5.527e+03,1.114e+04
186.8,3.094e+03,2.103e+03,5.275e+03,1.047e+04
188.3,2.954e+03,2.123e+03,5.221e+03,1.030e+04
189.8,2.991e+03,2.203e+03,5.413e+03,1.061e+04
191.3,3.024e+03,2.286e+03,5.611e+03,1.092e+04
192.8,3.108e+03,2.419e+03,5.990e+03,1.152e+04
194.3,3.356e+03,2.598e+03,6.545e+03,1.250e+04
195.9,3.192e+03,2.499e+03,6.385e+03,1.208e+04
197.4,2.903e+03,2.177e+03,5.882e+03,1.096e+04
198.9,2.975e+03,2.043e+03,6.289e+03,1.131e+04
