freq,psd_x,psd_y,psd_z,psd_xyz
59.6,2.563e+03,1.928e+05,3.360e+05,5.314e+05
61.2,4.384e+03,2.195e+05,2.234e+05,4.472e+05
62.8,6.526e+03,2.465e+05,1.494e+05,4.024e+05
64.3,7.348e+03,2.705e+05,9.640e+04,3.742e+05
65.9,7.743e+03,2.987e+05,5.982e+04,3.662e+05
67.5,8.105e+03,3.344e+05,3.782e+04,3.803e+05
69.0,8.422e+03,3.961e+05,2.848e+04,4.330e+05
70.6,1.030e+04,4.981e+05,2.548e+04,5.339e+05
72.2,2.002e+04,6.189e+05,2.963e+04,6.686e+05
73.7,3.950e+04,7.020e+05,3.733e+04,7.788e+05
75.3,5.794e+04,7.262e+05,3.654e+04,8.207e+05
76.9,5.051e+04,7.557e+05,2.427e+04,8.304e+05
78.4,2.676e+04,6.484e+05,1.438e+04,6.895e+05
80.0,1.456e+04,4.153e+05,1.051e+04,4.403e+05
81.6,8.253e+03,2.340e+05,9.364e+03,2.516e+05
83.2,4.318e+03,1.272e+05,8.815e+03,1.404e+05
84.7,1.469e+03,7.921e+04,8.387e+03,8.907e+04
86.3,8.848e+02,5.249e+04,8.322e+03,6.169e+04
87.9,1.121e+03,3.677e+04,8.227e+03,4.612e+04
89.4,2.049e+03,2.713e+04,8.039e+03,3.721e+04
91.0,2.264e+03,2.088e+04,7.286e+03,3.043e+04
92.6,2.961e+03,1.590e+04,6.454e+03,2.532e+04
94.1,4.856e+03,1.198e+04,5.603e+03,2.244e+04
95.7,8.092e+03,9.285e+03,4.875e+03,2.225e+04
97.3,1.174e+04,6.608e+03,4.514e+03,2.286e+04
98.8,1.503e+04,5.355e+03,5.897e+03,2.628e+04
100.4,2.147e+04,3.898e+03,8.844e+03,3.421e+04
102.0,2.667e+04,2.393e+03,1.272e+04,4.179e+04
103.6,2.064e+04,1.413e+03,1.495e+04,3.700e+04
105.1,1.405e+04,1.072e+03,1.530e+04,3.042e+04
106.7,1.317e+04,8.822e+02,1.663e+04,3.068e+04
108.3,1.230e+04,6.634e+02,1.694e+04,2.990e+04
109.8,1.092e+04,6.767e+02,1.518e+04,2.678e+04
111.4,1.117e+04,7.895e+02,1.241e+04,2.437e+04
113.0,9.698e+03,7.223e+02,1.224e+04,2.267e+04
114.5,6.428e+03,6.964e+02,1.179e+04,1.892e+04
116.1,4.877e+03,7.196e+02,1.067e+04,1.627e+04
117.7,4.191e+03,8.055e+02,9.572e+03,1.457e+04
119.2,5.373e+03,9.609e+02,9.148e+03,1.548e+04
120.8,8.967e+03,1.203e+03,9.959e+03,2.013e+04
122.4,1.300e+04,1.387e+03,1.258e+04,2.697e+04
123.9,1.391e+04,1.460e+03,1.543e+04,3.080e+04
125.5,1.046e+04,1.355e+03,1.658e+04,2.840e+04
127.1,6.373e+03,1.211e+03,1.629e+04,2.388e+04
128.7,4.138e+03,1.171e+03,1.575e+04,2.106e+04
130.2,3.724e+03,1.242e+03,1.575e+04,2.072e+04
131.8,3.928e+03,1.200e+03,1.438e+04,1.950e+04
133.4,3.469e+03,5.783e+02,5.936e+03,9.982e+03
134.9,3.022e+03,1.760e+02,8.418e+02,4.040e+03
136.5,2.909e+03,1.596e+02,5.766e+02,3.645e+03
138.1,3.106e+03,1.814e+02,5.853e+02,3.873e+03
139.6,3.186e+03,1.976e+02,5.850e+02,3.968e+03
141.2,2.859e+03,2.818e+02,5.234e+02,3.664e+03
142.8,2.571e+03,4.773e+02,4.664e+02,3.515e+03
144.3,2.311e+03,5.640e+02,4.731e+02,3.349e+03
145.9,2.040e+03,6.206e+02,5.266e+02,3.187e+03
147.5,1.632e+03,7.698e+02,6.118e+02,3.014e+03
149.1,1.312e+03,9.171e+02,7.784e+02,3.008e+03
150.6,1.442e+03,1.054e+03,9.314e+02,3.427e+03
152.2,2.010e+03,1.443e+03,9.501e+02,4.403e+03
153.8,2.295e+03,1.924e+03,9.498e+02,5.169e+03
155.3,2.156e+03,1.900e+03,8.614e+02,4.917e+03
156.9,1.760e+03,1.491e+03,7.786e+02,4.029e+03
158.5,1.553e+03,1.314e+03,7.313e+02,3.599e+03
160.0,1.308e+03,1.181e+03,6.675e+02,3.156e+03
161.6,1.220e+03,1.180e+03,5.916e+02,2.991e+03
163.2,1.191e+03,1.366e+03,4.524e+02,3.010e+03
164.7,1.252e+03,1.445e+03,3.726e+02,3.070e+03
166.3,1.251e+03,1.314e+03,3.393e+02,2.904e+03
167.9,1.596e+03,3.173e+03,5.087e+02,5.278e+03
169.4,1.848e+03,7.210e+03,1.013e+03,1.007e+04
171.0,1.107e+03,2.132e+03,6.714e+02,3.911e+03
172.6,7.572e+02,6.764e+02,7.164e+02,2.150e+03
174.2,6.395e+02,6.659e+02,7.779e+02,2.083e+03
175.7,5.392e+02,6.876e+02,8.333e+02,2.060e+03
177.3,4.323e+02,8.356e+02,8.905e+02,2.158e+03
178.9,3.859e+02,1.071e+03,9.533e+02,2.410e+03
180.4,3.647e+02,1.247e+03,1.082e+03,2.694e+03
182.0,3.510e+02,1.453e+03,1.240e+03,3.043e+03
183.6,2.833e+02,1.505e+03,1.421e+03,3.210e+03
185.1,2.379e+02,1.478e+03,1.684e+03,3.400e+03
186.7,2.531e+02,1.722e+03,2.015e+03,3.991e+03
188.3,4.598e+02,2.540e+03,2.321e+03,5.320e+03
189.8,6.590e+02,2.883e+03,2.735e+03,6.278e+03
191.4,7.119e+02,3.388e+03,3.333e+03,7.433e+03
193.0,1.598e+03,7.303e+03,3.898e+03,1.280e+04
194.6,3.345e+03,1.334e+04,4.258e+03,2.095e+04
196.1,3.538e+03,1.466e+04,4.574e+03,2.277e+04
197.7,2.399e+03,1.331e+04,4.594e+03,2.030e+04
199.3,2.349e+03,1.287e+04,4.631e+03,1.985e+04
