freq,psd_x,psd_y,psd_z,psd_xyz
50.2,6.588e+02,1.512e+05,8.156e+04,2.334e+05
51.8,8.867e+02,1.002e+05,6.800e+04,1.691e+05
53.4,1.091e+03,6.980e+04,6.594e+04,1.368e+05
54.9,1.433e+03,5.256e+04,7.532e+04,1.293e+05
56.5,2.032e+03,4.116e+04,7.905e+04,1.222e+05
58.1,2.687e+03,3.523e+04,7.856e+04,1.165e+05
59.7,3.878e+03,3.179e+04,8.578e+04,1.214e+05
61.2,6.578e+03,2.966e+04,1.006e+05,1.368e+05
62.8,9.379e+03,2.661e+04,1.079e+05,1.439e+05
64.4,1.070e+04,2.170e+04,9.518e+04,1.276e+05
65.9,1.198e+04,1.808e+04,7.353e+04,1.036e+05
67.5,1.318e+04,1.716e+04,5.715e+04,8.749e+04
69.1,2.616e+04,1.557e+04,4.900e+04,9.073e+04
70.6,3.925e+04,1.454e+04,4.604e+04,9.983e+04
72.2,2.916e+04,2.081e+04,4.616e+04,9.613e+04
73.8,1.212e+04,3.057e+04,4.265e+04,8.535e+04
75.4,4.640e+03,3.528e+04,3.486e+04,7.479e+04
76.9,2.086e+03,3.405e+04,2.710e+04,6.324e+04
78.5,1.098e+03,3.021e+04,2.107e+04,5.237e+04
80.1,8.933e+02,3.085e+04,1.886e+04,5.060e+04
81.6,8.573e+02,3.244e+04,1.609e+04,4.938e+04
83.2,1.050e+03,3.308e+04,1.282e+04,4.695e+04
84.8,1.669e+03,3.593e+04,1.059e+04,4.819e+04
86.3,2.707e+03,3.449e+04,7.928e+03,4.513e+04
87.9,3.926e+03,2.884e+04,5.327e+03,3.809e+04
89.5,5.401e+03,2.259e+04,3.104e+03,3.109e+04
91.1,7.468e+03,1.836e+04,1.970e+03,2.780e+04
92.6,9.357e+03,1.510e+04,1.448e+03,2.591e+04
94.2,1.313e+04,1.313e+04,1.148e+03,2.741e+04
95.8,1.765e+04,1.147e+04,8.380e+02,2.995e+04
97.3,1.889e+04,9.209e+03,5.140e+02,2.862e+04
98.9,1.702e+04,6.572e+03,4.530e+02,2.405e+04
100.5,1.286e+04,3.958e+03,1.005e+03,1.782e+04
102.0,8.767e+03,2.191e+03,2.458e+03,1.342e+04
103.6,6.139e+03,1.631e+03,5.734e+03,1.350e+04
105.2,4.641e+03,1.909e+03,1.040e+04,1.695e+04
106.7,5.964e+03,1.871e+03,1.334e+04,2.117e+04
108.3,1.012e+04,1.533e+03,1.202e+04,2.368e+04
109.9,1.512e+04,2.328e+03,9.529e+03,2.698e+04
111.5,1.727e+04,3.799e+03,8.416e+03,2.948e+04
113.0,1.390e+04,4.356e+03,7.859e+03,2.611e+04
114.6,1.520e+04,8.000e+03,6.569e+03,2.977e+04
116.2,2.445e+04,2.202e+04,6.345e+03,5.282e+04
117.7,2.721e+04,3.608e+04,7.677e+03,7.097e+04
119.3,2.189e+04,3.921e+04,8.100e+03,6.921e+04
120.9,1.482e+04,3.520e+04,6.683e+03,5.670e+04
122.4,8.401e+03,2.971e+04,5.252e+03,4.336e+04
124.0,4.404e+03,2.532e+04,4.712e+03,3.444e+04
125.6,2.809e+03,2.260e+04,4.519e+03,2.993e+04
127.2,1.695e+03,2.211e+04,4.169e+03,2.797e+04
128.7,9.847e+02,2.183e+04,3.412e+03,2.622e+04
130.3,8.384e+02,2.159e+04,2.556e+03,2.498e+04
131.9,7.923e+02,2.027e+04,1.883e+03,2.294e+04
133.4,5.692e+02,9.412e+03,9.362e+02,1.092e+04
135.0,4.020e+02,1.910e+03,3.495e+02,2.661e+03
136.6,3.507e+02,1.501e+03,2.915e+02,2.143e+03
138.1,3.274e+02,1.436e+03,2.718e+02,2.035e+03
139.7,3.557e+02,1.367e+03,2.611e+02,1.984e+03
141.3,3.880e+02,1.309e+03,2.223e+02,1.920e+03
142.9,3.638e+02,1.176e+03,1.703e+02,1.711e+03
144.4,3.531e+02,1.157e+03,1.693e+02,1.679e+03
146.0,3.536e+02,1.234e+03,2.139e+02,1.801e+03
147.6,3.776e+02,1.223e+03,2.650e+02,1.866e+03
149.1,4.383e+02,1.063e+03,2.833e+02,1.784e+03
150.7,5.021e+02,8.602e+02,2.739e+02,1.636e+03
152.3,5.275e+02,7.118e+02,2.298e+02,1.469e+03
153.8,5.109e+02,5.726e+02,1.905e+02,1.274e+03
155.4,4.921e+02,4.277e+02,1.739e+02,1.094e+03
157.0,4.823e+02,3.288e+02,1.606e+02,9.717e+02
158.6,4.732e+02,2.837e+02,1.578e+02,9.147e+02
160.1,5.352e+02,3.180e+02,1.738e+02,1.027e+03
161.7,5.521e+02,4.440e+02,2.114e+02,1.208e+03
163.3,5.118e+02,4.946e+02,2.400e+02,1.246e+03
164.8,5.826e+02,5.656e+02,2.603e+02,1.408e+03
166.4,6.538e+02,7.095e+02,2.913e+02,1.655e+03
168.0,6.444e+02,9.441e+02,3.440e+02,1.933e+03
169.5,5.723e+02,1.363e+03,4.712e+02,2.407e+03
171.1,5.095e+02,1.660e+03,6.539e+02,2.823e+03
172.7,4.432e+02,1.700e+03,7.526e+02,2.896e+03
174.3,4.556e+02,1.666e+03,8.277e+02,2.949e+03
175.8,4.893e+02,1.716e+03,9.304e+02,3.136e+03
177.4,4.861e+02,1.779e+03,1.145e+03,3.410e+03
179.0,4.753e+02,1.702e+03,1.372e+03,3.549e+03
180.5,4.406e+02,1.399e+03,1.466e+03,3.306e+03
182.1,4.120e+02,1.023e+03,1.401e+03,2.836e+03
183.7,4.553e+02,7.772e+02,1.309e+03,2.541e+03
185.2,5.164e+02,6.105e+02,1.135e+03,2.262e+03
186.8,5.939e+02,5.171e+02,1.020e+03,2.131e+03
188.4,6.832e+02,4.619e+02,9.159e+02,2.061e+03
189.9,7.415e+02,4.044e+02,7.238e+02,1.870e+03
191.5,8.004e+02,4.241e+02,6.248e+02,1.849e+03
193.1,9.123e+02,4.708e+02,5.383e+02,1.921e+03
194.7,1.061e+03,5.489e+02,5.169e+02,2.126e+03
196.2,1.248e+03,6.342e+02,5.169e+02,2.399e+03
197.8,1.528e+03,7.029e+02,4.723e+02,2.704e+03
199.4,1.781e+03,7.278e+02,4.464e+02,2.955e+03
