freq,psd_x,psd_y,psd_z,psd_xyz
161.8,6.820e+04,8.831e+03,2.481e+04,1.018e+05
163.3,6.509e+04,8.463e+03,2.451e+04,9.807e+04
164.9,5.735e+04,7.384e+03,2.196e+04,8.670e+04
166.5,4.685e+04,6.578e+03,1.814e+04,7.157e+04
168.0,3.512e+04,1.485e+04,1.476e+04,6.473e+04
169.6,2.785e+04,3.057e+04,1.305e+04,7.147e+04
171.2,2.024e+04,6.567e+03,1.102e+04,3.783e+04
172.7,1.901e+04,4.068e+03,1.124e+04,3.432e+04
174.3,1.309e+04,4.439e+03,8.125e+03,2.566e+04
175.9,9.767e+03,4.394e+03,6.370e+03,2.053e+04
177.5,6.549e+03,4.003e+03,4.803e+03,1.535e+04
179.0,5.464e+03,4.554e+03,3.941e+03,1.396e+04
180.6,6.351e+03,5.582e+03,3.816e+03,1.575e+04
182.2,7.985e+03,6.577e+03,4.441e+03,1.900e+04
183.7,8.763e+03,6.697e+03,4.627e+03,2.009e+04
185.3,1.004e+04,7.334e+03,5.251e+03,2.262e+04
186.9,1.167e+04,8.272e+03,6.312e+03,2.625e+04
188.5,1.321e+04,9.533e+03,7.040e+03,2.978e+04
190.0,1.492e+04,1.127e+04,7.751e+03,3.394e+04
191.6,1.611e+04,1.253e+04,8.366e+03,3.701e+04
193.2,1.733e+04,1.398e+04,9.166e+03,4.048e+04
194.7,1.849e+04,1.722e+04,9.552e+03,4.526e+04
196.3,1.795e+04,1.799e+04,8.749e+03,4.469e+04
197.9,1.711e+04,1.753e+04,8.431e+03,4.307e+04
199.4,1.695e+04,1.747e+04,8.494e+03,4.292e+04
