freq,psd_x,psd_y,psd_z,psd_xyz
164.1,3.019e+03,1.407e+03,2.003e+03,6.429e+03
165.7,3.129e+03,1.481e+03,2.230e+03,6.840e+03
167.2,3.457e+03,1.633e+03,2.708e+03,7.798e+03
168.7,4.224e+03,1.965e+03,3.441e+03,9.629e+03
170.2,5.469e+03,2.455e+03,4.478e+03,1.240e+04
171.7,6.679e+03,2.889e+03,5.726e+03,1.529e+04
173.2,7.046e+03,3.014e+03,6.464e+03,1.652e+04
174.7,6.234e+03,2.684e+03,6.227e+03,1.515e+04
176.2,5.307e+03,2.294e+03,5.936e+03,1.354e+04
177.7,4.541e+03,1.993e+03,5.708e+03,1.224e+04
179.2,4.318e+03,1.959e+03,5.910e+03,1.219e+04
180.7,4.046e+03,1.853e+03,6.055e+03,1.195e+04
182.2,3.841e+03,1.788e+03,6.284e+03,1.191e+04
183.7,3.312e+03,1.577e+03,6.073e+03,1.096e+04
185.2,2.964e+03,1.477e+03,5.982e+03,1.042e+04
186.7,2.599e+03,1.310e+03,5.652e+03,9.560e+03
188.2,2.457e+03,1.230e+03,5.451e+03,9.138e+03
189.7,2.274e+03,1.205e+03,5.092e+03,8.571e+03
191.3,2.195e+03,1.218e+03,4.864e+03,8.277e+03
192.8,2.274e+03,1.321e+03,4.858e+03,8.454e+03
194.3,2.481e+03,1.505e+03,4.964e+03,8.950e+03
195.8,2.439e+03,1.600e+03,4.775e+03,8.813e+03
197.3,2.375e+03,1.703e+03,4.615e+03,8.693e+03
198.8,2.466e+03,1.902e+03,4.833e+03,9.201e+03
