freq,psd_x,psd_y,psd_z,psd_xyz
143.1,1.579e+04,2.311e+03,2.045e+03,2.014e+04
144.6,1.426e+04,2.205e+03,1.808e+03,1.827e+04
146.1,1.276e+04,2.578e+03,1.590e+03,1.693e+04
147.6,1.108e+04,3.303e+03,1.449e+03,1.583e+04
149.1,9.859e+03,3.840e+03,1.322e+03,1.502e+04
150.6,8.941e+03,4.175e+03,1.321e+03,1.444e+04
152.1,8.403e+03,4.555e+03,1.369e+03,1.433e+04
153.6,7.711e+03,4.430e+03,1.289e+03,1.343e+04
155.1,7.012e+03,4.057e+03,1.309e+03,1.238e+04
156.6,6.579e+03,3.724e+03,1.433e+03,1.174e+04
158.1,6.103e+03,3.399e+03,1.427e+03,1.093e+04
159.6,5.430e+03,3.138e+03,1.346e+03,9.915e+03
161.1,4.604e+03,3.134e+03,1.293e+03,9.031e+03
162.6,3.772e+03,3.279e+03,1.278e+03,8.329e+03
164.2,2.953e+03,3.291e+03,1.254e+03,7.498e+03
165.7,2.482e+03,3.346e+03,1.188e+03,7.016e+03
167.2,2.263e+03,3.225e+03,1.263e+03,6.751e+03
168.7,2.119e+03,3.012e+03,1.351e+03,6.481e+03
170.2,2.106e+03,2.644e+03,1.431e+03,6.182e+03
171.7,2.300e+03,2.223e+03,1.506e+03,6.029e+03
173.2,2.563e+03,2.001e+03,1.766e+03,6.329e+03
174.7,2.709e+03,1.695e+03,2.148e+03,6.552e+03
176.2,2.806e+03,1.464e+03,2.433e+03,6.703e+03
177.7,2.874e+03,1.296e+03,2.731e+03,6.901e+03
179.2,2.811e+03,1.140e+03,2.794e+03,6.745e+03
180.7,2.806e+03,1.064e+03,2.913e+03,6.783e+03
182.2,2.804e+03,1.113e+03,3.041e+03,6.957e+03
183.7,2.737e+03,1.172e+03,3.053e+03,6.962e+03
185.2,2.766e+03,1.334e+03,3.039e+03,7.138e+03
186.7,2.816e+03,1.460e+03,3.146e+03,7.423e+03
188.2,2.657e+03,1.705e+03,3.433e+03,7.795e+03
189.8,2.447e+03,2.044e+03,3.816e+03,8.307e+03
191.3,2.253e+03,2.332e+03,4.122e+03,8.706e+03
192.8,2.155e+03,2.321e+03,4.772e+03,9.247e+03
194.3,1.954e+03,2.527e+03,4.849e+03,9.330e+03
195.8,1.812e+03,2.578e+03,4.534e+03,8.924e+03
197.3,1.514e+03,2.673e+03,3.999e+03,8.186e+03
198.8,1.347e+03,2.545e+03,3.641e+03,7.533e+03
