freq,psd_x,psd_y,psd_z,psd_xyz
117.2,1.166e+04,3.768e+04,9.398e+03,5.874e+04
118.8,9.194e+03,3.318e+04,6.142e+03,4.851e+04
120.3,8.185e+03,3.087e+04,4.759e+03,4.382e+04
121.9,8.665e+03,3.226e+04,4.885e+03,4.581e+04
123.4,1.147e+04,3.738e+04,5.217e+03,5.406e+04
124.9,1.416e+04,3.794e+04,5.452e+03,5.755e+04
126.5,1.620e+04,3.457e+04,5.909e+03,5.669e+04
128.0,1.777e+04,3.077e+04,6.693e+03,5.523e+04
129.6,1.850e+04,2.704e+04,7.539e+03,5.308e+04
131.1,1.905e+04,2.609e+04,8.296e+03,5.344e+04
132.7,1.734e+04,1.906e+04,8.730e+03,4.512e+04
134.2,1.369e+04,6.431e+03,9.152e+03,2.928e+04
135.7,1.259e+04,4.256e+03,9.593e+03,2.644e+04
137.3,1.169e+04,4.254e+03,9.604e+03,2.555e+04
138.8,1.133e+04,4.767e+03,9.500e+03,2.560e+04
140.4,1.107e+04,4.855e+03,9.910e+03,2.584e+04
141.9,1.076e+04,4.376e+03,1.076e+04,2.590e+04
143.4,1.007e+04,4.221e+03,1.086e+04,2.515e+04
145.0,9.797e+03,4.054e+03,1.137e+04,2.522e+04
146.5,9.917e+03,4.157e+03,1.192e+04,2.599e+04
148.1,1.003e+04,4.277e+03,1.198e+04,2.628e+04
149.6,1.050e+04,4.133e+03,1.237e+04,2.700e+04
151.2,1.136e+04,3.896e+03,1.377e+04,2.902e+04
152.7,1.214e+04,3.726e+03,1.554e+04,3.140e+04
154.2,1.292e+04,3.830e+03,1.750e+04,3.425e+04
155.8,1.366e+04,3.796e+03,1.958e+04,3.704e+04
157.3,1.855e+04,5.879e+03,2.749e+04,5.192e+04
158.9,2.578e+04,1.039e+04,3.902e+04,7.519e+04
160.4,3.639e+04,1.826e+04,5.712e+04,1.118e+05
162.0,3.897e+04,2.130e+04,6.261e+04,1.229e+05
163.5,3.911e+04,2.208e+04,6.481e+04,1.260e+05
165.0,3.971e+04,2.281e+04,6.816e+04,1.307e+05
166.6,3.865e+04,2.240e+04,6.898e+04,1.300e+05
168.1,3.828e+04,2.181e+04,7.083e+04,1.309e+05
169.7,4.015e+04,2.186e+04,7.637e+04,1.384e+05
171.2,4.107e+04,2.122e+04,8.013e+04,1.424e+05
172.8,4.213e+04,2.045e+04,8.384e+04,1.464e+05
174.3,4.330e+04,1.952e+04,8.771e+04,1.505e+05
175.8,4.544e+04,1.937e+04,9.328e+04,1.581e+05
177.4,4.439e+04,1.863e+04,9.324e+04,1.563e+05
178.9,4.394e+04,1.811e+04,9.411e+04,1.562e+05
180.5,4.279e+04,1.728e+04,9.303e+04,1.531e+05
182.0,4.184e+04,1.689e+04,9.223e+04,1.510e+05
183.6,4.112e+04,1.667e+04,9.116e+04,1.490e+05
185.1,4.024e+04,1.649e+04,8.984e+04,1.466e+05
186.6,3.962e+04,1.637e+04,8.863e+04,1.446e+05
188.2,3.791e+04,1.593e+04,8.512e+04,1.390e+05
189.7,3.687e+04,1.596e+04,8.268e+04,1.355e+05
191.3,3.563e+04,1.594e+04,7.970e+04,1.313e+05
192.8,3.713e+04,1.679e+04,8.257e+04,1.365e+05
194.3,3.772e+04,1.695e+04,8.421e+04,1.389e+05
195.9,3.838e+04,1.678e+04,8.518e+04,1.404e+05
197.4,3.990e+04,1.729e+04,8.787e+04,1.451e+05
199.0,4.057e+04,1.713e+04,9.066e+04,1.484e+05
