freq,psd_x,psd_y,psd_z,psd_xyz
100.5,2.521e+05,6.077e+04,6.057e+03,3.190e+05
102.0,2.243e+05,5.727e+04,4.768e+03,2.863e+05
103.6,1.940e+05,5.444e+04,3.334e+03,2.518e+05
105.2,1.934e+05,6.144e+04,2.251e+03,2.571e+05
106.8,2.072e+05,7.505e+04,2.221e+03,2.845e+05
108.3,2.171e+05,9.056e+04,3.096e+03,3.108e+05
109.9,1.924e+05,9.224e+04,3.057e+03,2.877e+05
111.5,1.549e+05,8.514e+04,2.133e+03,2.422e+05
113.0,1.186e+05,7.704e+04,1.473e+03,1.971e+05
114.6,8.869e+04,7.126e+04,1.341e+03,1.613e+05
116.2,6.557e+04,6.580e+04,1.578e+03,1.329e+05
117.7,4.925e+04,6.080e+04,2.143e+03,1.122e+05
119.3,4.132e+04,6.074e+04,2.611e+03,1.047e+05
120.9,3.531e+04,6.210e+04,3.270e+03,1.007e+05
122.5,3.300e+04,6.037e+04,4.449e+03,9.781e+04
124.0,3.495e+04,5.617e+04,6.467e+03,9.758e+04
125.6,3.578e+04,5.070e+04,8.198e+03,9.467e+04
127.2,3.615e+04,4.597e+04,9.564e+03,9.168e+04
128.7,4.018e+04,4.056e+04,1.164e+04,9.237e+04
130.3,4.643e+04,3.338e+04,1.372e+04,9.353e+04
131.9,4.897e+04,2.580e+04,1.431e+04,8.908e+04
133.4,3.307e+04,1.257e+04,1.006e+04,5.571e+04
135.0,2.083e+04,5.130e+03,6.822e+03,3.278e+04
136.6,1.979e+04,4.287e+03,6.380e+03,3.046e+04
138.2,1.900e+04,3.636e+03,6.018e+03,2.865e+04
139.7,1.788e+04,2.997e+03,5.609e+03,2.649e+04
141.3,1.688e+04,2.344e+03,5.153e+03,2.438e+04
142.9,1.583e+04,1.717e+03,4.670e+03,2.222e+04
144.4,1.495e+04,1.205e+03,4.194e+03,2.034e+04
146.0,1.500e+04,9.449e+02,4.150e+03,2.009e+04
147.6,1.536e+04,8.708e+02,4.325e+03,2.056e+04
149.1,1.610e+04,9.148e+02,4.572e+03,2.158e+04
150.7,1.830e+04,1.080e+03,5.275e+03,2.466e+04
152.3,2.043e+04,1.423e+03,6.015e+03,2.787e+04
153.9,2.312e+04,2.013e+03,7.078e+03,3.221e+04
155.4,2.832e+04,2.803e+03,9.081e+03,4.021e+04
157.0,3.862e+04,4.111e+03,1.279e+04,5.552e+04
158.6,5.155e+04,6.123e+03,1.733e+04,7.500e+04
160.1,6.366e+04,8.884e+03,2.167e+04,9.422e+04
161.7,6.511e+04,1.009e+04,2.179e+04,9.699e+04
163.3,5.426e+04,8.960e+03,1.834e+04,8.156e+04
164.8,4.224e+04,7.064e+03,1.379e+04,6.309e+04
166.4,4.018e+04,6.763e+03,1.283e+04,5.977e+04
168.0,3.808e+04,6.745e+03,1.299e+04,5.782e+04
169.6,3.539e+04,6.507e+03,1.303e+04,5.492e+04
171.1,3.069e+04,6.140e+03,1.183e+04,4.866e+04
172.7,2.491e+04,5.668e+03,1.009e+04,4.067e+04
174.3,2.354e+04,5.724e+03,9.807e+03,3.907e+04
175.8,2.342e+04,5.798e+03,1.006e+04,3.927e+04
177.4,2.376e+04,6.524e+03,1.083e+04,4.112e+04
179.0,2.404e+04,7.292e+03,1.155e+04,4.287e+04
180.5,2.395e+04,7.786e+03,1.191e+04,4.364e+04
182.1,2.391e+04,8.121e+03,1.212e+04,4.414e+04
183.7,2.326e+04,7.968e+03,1.190e+04,4.313e+04
185.3,2.300e+04,7.719e+03,1.174e+04,4.246e+04
186.8,2.238e+04,7.517e+03,1.138e+04,4.128e+04
188.4,2.084e+04,6.988e+03,1.059e+04,3.842e+04
190.0,1.953e+04,6.362e+03,9.826e+03,3.572e+04
191.5,1.846e+04,5.841e+03,9.275e+03,3.358e+04
193.1,1.807e+04,5.590e+03,9.068e+03,3.272e+04
194.7,1.710e+04,5.160e+03,8.514e+03,3.077e+04
196.2,1.630e+04,4.645e+03,8.053e+03,2.900e+04
197.8,1.528e+04,4.251e+03,7.523e+03,2.705e+04
199.4,1.347e+04,3.580e+03,6.532e+03,2.358e+04
