freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.044e+01,1.084e+03,1.463e+02,1.270e+03
1.6,5.272e+01,6.092e+02,1.344e+02,7.963e+02
3.1,4.376e+01,1.479e+02,6.803e+01,2.597e+02
4.7,6.027e+01,2.036e+03,6.714e+01,2.163e+03
6.3,7.205e+01,3.187e+03,7.312e+01,3.332e+03
7.8,5.121e+01,2.169e+03,6.616e+01,2.286e+03
9.4,4.919e+01,3.019e+03,1.119e+02,3.180e+03
11.0,4.968e+01,4.030e+03,1.281e+02,4.208e+03
12.6,4.859e+01,5.368e+03,1.103e+02,5.526e+03
14.1,4.859e+01,7.353e+03,1.252e+02,7.526e+03
15.7,4.785e+01,9.692e+03,1.001e+02,9.840e+03
17.3,4.566e+01,1.264e+04,7.421e+01,1.276e+04
18.8,4.719e+01,1.710e+04,8.257e+01,1.723e+04
20.4,5.258e+01,2.327e+04,9.822e+01,2.342e+04
22.0,5.624e+01,3.155e+04,1.269e+02,3.173e+04
23.5,6.811e+01,4.419e+04,2.146e+02,4.447e+04
25.1,1.135e+02,5.892e+04,2.757e+02,5.931e+04
26.7,2.367e+02,7.834e+04,3.305e+02,7.891e+04
28.2,3.738e+02,1.081e+05,4.925e+02,1.090e+05
29.8,4.432e+02,1.592e+05,9.031e+02,1.605e+05
31.4,5.521e+02,2.446e+05,1.913e+03,2.471e+05
33.0,9.047e+02,3.936e+05,4.558e+03,3.990e+05
34.5,1.643e+03,6.780e+05,1.117e+04,6.908e+05
36.1,3.152e+03,1.454e+06,3.384e+04,1.491e+06
37.7,6.795e+03,3.174e+06,9.493e+04,3.276e+06
39.2,1.015e+04,3.632e+06,1.356e+05,3.778e+06
40.8,1.026e+04,2.735e+06,1.303e+05,2.876e+06
42.4,8.616e+03,1.686e+06,1.036e+05,1.799e+06
43.9,8.647e+03,1.086e+06,9.382e+04,1.189e+06
45.5,1.065e+04,8.919e+05,1.157e+05,1.018e+06
47.1,1.281e+04,7.586e+05,1.476e+05,9.190e+05
48.6,1.326e+04,5.598e+05,1.624e+05,7.354e+05
50.2,1.176e+04,3.937e+05,1.790e+05,5.844e+05
51.8,1.163e+04,3.064e+05,2.519e+05,5.699e+05
53.4,1.365e+04,2.685e+05,4.699e+05,7.520e+05
54.9,1.707e+04,2.683e+05,7.078e+05,9.931e+05
56.5,1.705e+04,2.424e+05,6.110e+05,8.705e+05
58.1,1.660e+04,2.208e+05,3.683e+05,6.058e+05
59.6,1.929e+04,2.299e+05,2.332e+05,4.824e+05
61.2,2.576e+04,2.494e+05,1.567e+05,4.319e+05
62.8,3.587e+04,2.758e+05,9.763e+04,4.093e+05
64.3,5.308e+04,3.085e+05,5.933e+04,4.209e+05
65.9,8.363e+04,3.412e+05,3.377e+04,4.586e+05
