freq,psd_x,psd_y,psd_z,psd_xyz
95.7,1.128e+05,1.834e+03,2.287e+04,1.375e+05
97.3,1.048e+05,1.640e+03,2.295e+04,1.294e+05
98.9,8.680e+04,1.420e+03,2.110e+04,1.093e+05
100.5,6.517e+04,1.105e+03,1.788e+04,8.415e+04
102.0,5.102e+04,1.212e+03,1.597e+04,6.820e+04
103.6,4.200e+04,1.652e+03,1.461e+04,5.827e+04
105.2,3.492e+04,2.265e+03,1.334e+04,5.053e+04
106.7,3.432e+04,2.952e+03,1.439e+04,5.167e+04
108.3,3.467e+04,3.405e+03,1.593e+04,5.400e+04
109.9,3.288e+04,4.328e+03,1.814e+04,5.535e+04
111.4,2.920e+04,5.425e+03,1.971e+04,5.434e+04
113.0,2.607e+04,6.441e+03,2.075e+04,5.326e+04
114.6,2.387e+04,6.626e+03,2.209e+04,5.259e+04
116.2,2.295e+04,7.499e+03,2.454e+04,5.499e+04
117.7,2.298e+04,8.894e+03,2.685e+04,5.873e+04
119.3,2.341e+04,9.807e+03,2.878e+04,6.199e+04
120.9,2.395e+04,1.073e+04,3.041e+04,6.510e+04
122.4,2.447e+04,1.206e+04,3.143e+04,6.796e+04
124.0,2.555e+04,1.422e+04,3.318e+04,7.296e+04
125.6,2.734e+04,1.738e+04,3.552e+04,8.024e+04
127.1,3.005e+04,2.140e+04,3.742e+04,8.887e+04
128.7,3.451e+04,2.691e+04,3.888e+04,1.003e+05
130.3,4.158e+04,3.283e+04,3.882e+04,1.132e+05
131.9,4.969e+04,3.851e+04,3.584e+04,1.240e+05
133.4,4.047e+04,3.439e+04,2.190e+04,9.676e+04
135.0,3.440e+04,3.246e+04,1.093e+04,7.778e+04
136.6,4.067e+04,3.551e+04,8.727e+03,8.490e+04
138.1,4.452e+04,3.510e+04,6.418e+03,8.604e+04
139.7,4.716e+04,3.409e+04,4.965e+03,8.622e+04
141.3,4.962e+04,3.325e+04,4.508e+03,8.738e+04
142.8,5.165e+04,3.256e+04,4.441e+03,8.865e+04
144.4,5.367e+04,3.190e+04,4.740e+03,9.031e+04
146.0,5.643e+04,3.175e+04,5.758e+03,9.394e+04
147.5,6.115e+04,3.248e+04,7.675e+03,1.013e+05
149.1,7.055e+04,3.532e+04,1.075e+04,1.166e+05
150.7,7.699e+04,3.689e+04,1.345e+04,1.273e+05
152.3,7.740e+04,3.575e+04,1.567e+04,1.288e+05
153.8,7.571e+04,3.407e+04,1.715e+04,1.269e+05
155.4,7.085e+04,3.129e+04,1.826e+04,1.204e+05
157.0,6.511e+04,2.853e+04,1.916e+04,1.128e+05
158.5,5.734e+04,2.502e+04,1.910e+04,1.015e+05
160.1,4.877e+04,2.093e+04,1.757e+04,8.727e+04
161.7,3.954e+04,1.649e+04,1.521e+04,7.123e+04
163.2,3.179e+04,1.254e+04,1.208e+04,5.640e+04
164.8,2.736e+04,1.028e+04,9.534e+03,4.717e+04
166.4,2.363e+04,8.655e+03,7.808e+03,4.009e+04
168.0,2.146e+04,7.789e+03,6.771e+03,3.602e+04
169.5,1.887e+04,6.959e+03,5.944e+03,3.177e+04
171.1,1.354e+04,5.307e+03,5.589e+03,2.444e+04
172.7,1.168e+04,5.261e+03,7.185e+03,2.412e+04
174.2,1.419e+04,6.283e+03,8.236e+03,2.871e+04
175.8,1.487e+04,6.477e+03,8.012e+03,2.936e+04
177.4,1.395e+04,6.049e+03,7.113e+03,2.711e+04
178.9,1.343e+04,5.794e+03,6.638e+03,2.586e+04
180.5,1.417e+04,6.247e+03,7.382e+03,2.780e+04
182.1,1.473e+04,6.514e+03,8.183e+03,2.943e+04
183.7,1.489e+04,6.716e+03,9.007e+03,3.062e+04
185.2,1.468e+04,6.776e+03,9.497e+03,3.095e+04
186.8,1.451e+04,6.785e+03,9.924e+03,3.122e+04
188.4,1.424e+04,6.842e+03,1.064e+04,3.172e+04
189.9,1.365e+04,6.690e+03,1.082e+04,3.116e+04
191.5,1.324e+04,6.540e+03,1.139e+04,3.118e+04
193.1,1.273e+04,6.601e+03,1.211e+04,3.144e+04
194.6,1.228e+04,6.512e+03,1.268e+04,3.147e+04
196.2,1.085e+04,5.763e+03,1.152e+04,2.813e+04
197.8,9.693e+03,5.295e+03,1.101e+04,2.600e+04
199.3,9.107e+03,5.238e+03,1.182e+04,2.617e+04
