freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.723e+01,1.067e+03,1.863e+02,1.270e+03
1.6,4.124e+01,6.190e+02,1.364e+02,7.966e+02
3.1,3.920e+01,3.815e+01,6.397e+01,1.413e+02
4.7,4.077e+01,4.146e+02,8.923e+01,5.446e+02
6.3,4.511e+01,1.154e+03,6.676e+01,1.266e+03
7.8,4.089e+01,1.863e+03,6.954e+01,1.973e+03
9.4,3.929e+01,2.782e+03,8.833e+01,2.909e+03
11.0,4.097e+01,4.015e+03,7.232e+01,4.129e+03
12.6,4.474e+01,5.610e+03,5.993e+01,5.715e+03
14.1,4.301e+01,7.609e+03,6.586e+01,7.718e+03
15.7,4.144e+01,1.003e+04,7.146e+01,1.015e+04
17.3,5.058e+01,1.291e+04,7.885e+01,1.304e+04
18.8,5.632e+01,1.700e+04,9.793e+01,1.716e+04
20.4,5.716e+01,2.264e+04,1.256e+02,2.282e+04
22.0,6.861e+01,2.974e+04,1.974e+02,3.000e+04
23.5,8.897e+01,3.995e+04,2.930e+02,4.033e+04
25.1,9.923e+01,5.388e+04,4.014e+02,5.438e+04
26.7,8.593e+01,6.797e+04,6.385e+02,6.870e+04
28.3,1.054e+02,9.123e+04,1.034e+03,9.237e+04
29.8,1.696e+02,1.304e+05,1.695e+03,1.322e+05
31.4,2.526e+02,1.979e+05,3.269e+03,2.014e+05
33.0,3.517e+02,3.100e+05,6.749e+03,3.171e+05
34.5,4.943e+02,5.176e+05,1.518e+04,5.333e+05
36.1,8.758e+02,1.023e+06,3.829e+04,1.062e+06
37.7,1.854e+03,2.551e+06,1.165e+05,2.670e+06
39.2,3.208e+03,4.236e+06,2.459e+05,4.485e+06
40.8,2.916e+03,3.695e+06,2.743e+05,3.972e+06
42.4,1.704e+03,2.258e+06,2.191e+05,2.479e+06
44.0,8.925e+02,1.325e+06,1.776e+05,1.504e+06
45.5,5.961e+02,9.407e+05,1.852e+05,1.126e+06
47.1,4.090e+02,6.943e+05,1.953e+05,8.900e+05
48.7,2.969e+02,4.489e+05,1.822e+05,6.315e+05
50.2,3.079e+02,2.861e+05,1.795e+05,4.658e+05
51.8,3.934e+02,2.049e+05,2.175e+05,4.228e+05
53.4,4.502e+02,1.594e+05,3.231e+05,4.830e+05
54.9,6.282e+02,1.224e+05,6.477e+05,7.707e+05
56.5,7.294e+02,1.026e+05,1.009e+06,1.112e+06
58.1,5.977e+02,1.140e+05,8.130e+05,9.276e+05
59.7,6.440e+02,1.603e+05,5.228e+05,6.837e+05
61.2,6.412e+02,2.136e+05,3.567e+05,5.709e+05
62.8,1.019e+03,2.447e+05,2.336e+05,4.793e+05
64.4,2.012e+03,2.271e+05,1.338e+05,3.630e+05
65.9,3.141e+03,1.861e+05,6.724e+04,2.565e+05
67.5,4.514e+03,1.676e+05,3.400e+04,2.061e+05
69.1,6.609e+03,1.759e+05,1.986e+04,2.024e+05
70.6,1.043e+04,2.050e+05,1.480e+04,2.302e+05
72.2,1.726e+04,2.560e+05,1.235e+04,2.857e+05
73.8,2.705e+04,3.235e+05,1.074e+04,3.613e+05
75.3,3.078e+04,3.733e+05,1.220e+04,4.163e+05
76.9,1.988e+04,3.642e+05,1.609e+04,4.002e+05
78.5,6.454e+03,3.412e+05,1.647e+04,3.642e+05
80.1,3.435e+03,3.337e+05,1.130e+04,3.485e+05
81.6,4.588e+03,2.412e+05,8.125e+03,2.539e+05
83.2,4.352e+03,1.278e+05,7.305e+03,1.394e+05
84.8,3.677e+03,6.588e+04,7.421e+03,7.698e+04
86.3,3.160e+03,3.666e+04,7.771e+03,4.759e+04
87.9,2.994e+03,2.259e+04,8.175e+03,3.375e+04
89.5,3.105e+03,1.465e+04,8.393e+03,2.615e+04
91.0,3.208e+03,9.906e+03,8.318e+03,2.143e+04
92.6,4.500e+03,6.691e+03,8.595e+03,1.978e+04
94.2,4.741e+03,4.760e+03,8.344e+03,1.784e+04
95.8,5.268e+03,3.301e+03,7.839e+03,1.641e+04
97.3,6.340e+03,2.370e+03,7.247e+03,1.596e+04
98.9,8.291e+03,1.797e+03,6.800e+03,1.689e+04
100.5,1.025e+04,1.475e+03,6.037e+03,1.776e+04
102.0,8.976e+03,1.213e+03,4.499e+03,1.469e+04
103.6,8.135e+03,8.954e+02,3.916e+03,1.295e+04
105.2,1.852e+04,1.194e+03,6.596e+03,2.631e+04
106.7,3.945e+04,2.466e+03,1.238e+04,5.430e+04
108.3,7.688e+04,4.490e+03,1.791e+04,9.928e+04
109.9,1.106e+05,4.787e+03,1.726e+04,1.326e+05
111.5,1.089e+05,3.509e+03,1.162e+04,1.241e+05
113.0,9.183e+04,2.607e+03,6.264e+03,1.007e+05
114.6,6.155e+04,1.961e+03,3.831e+03,6.734e+04
116.2,4.317e+04,2.004e+03,4.129e+03,4.930e+04
117.7,3.460e+04,2.035e+03,3.830e+03,4.046e+04
119.3,2.851e+04,1.699e+03,2.968e+03,3.318e+04
120.9,2.307e+04,1.298e+03,2.308e+03,2.668e+04
122.4,2.220e+04,1.070e+03,1.976e+03,2.525e+04
124.0,2.492e+04,1.290e+03,3.223e+03,2.943e+04
125.6,1.916e+04,1.774e+03,5.634e+03,2.657e+04
127.1,9.900e+03,2.258e+03,7.442e+03,1.960e+04
128.7,4.913e+03,2.488e+03,8.013e+03,1.541e+04
130.3,2.755e+03,2.484e+03,7.923e+03,1.316e+04
131.9,1.825e+03,2.303e+03,7.271e+03,1.140e+04
133.4,1.324e+03,1.132e+03,3.640e+03,6.096e+03
135.0,1.158e+03,3.014e+02,1.170e+03,2.629e+03
136.6,1.133e+03,2.480e+02,1.004e+03,2.385e+03
138.1,1.223e+03,2.551e+02,1.001e+03,2.479e+03
139.7,1.439e+03,2.807e+02,1.094e+03,2.814e+03
141.3,1.512e+03,3.134e+02,1.102e+03,2.927e+03
142.8,1.490e+03,3.290e+02,1.084e+03,2.903e+03
144.4,1.382e+03,3.024e+02,9.960e+02,2.680e+03
146.0,1.353e+03,3.315e+02,8.637e+02,2.549e+03
147.6,1.485e+03,4.305e+02,7.121e+02,2.628e+03
149.1,1.610e+03,5.661e+02,5.608e+02,2.737e+03
150.7,1.682e+03,6.180e+02,4.173e+02,2.718e+03
152.3,1.625e+03,5.185e+02,3.408e+02,2.485e+03
153.8,1.496e+03,3.615e+02,3.556e+02,2.213e+03
155.4,1.347e+03,3.553e+02,3.514e+02,2.054e+03
157.0,1.260e+03,5.826e+02,4.058e+02,2.248e+03
158.5,1.261e+03,1.054e+03,4.719e+02,2.786e+03
160.1,1.410e+03,1.410e+03,5.062e+02,3.326e+03
161.7,1.301e+03,1.471e+03,4.909e+02,3.263e+03
163.3,1.148e+03,1.179e+03,4.789e+02,2.806e+03
164.8,8.209e+02,6.760e+02,3.367e+02,1.834e+03
166.4,5.516e+02,3.258e+02,2.788e+02,1.156e+03
168.0,4.736e+02,2.356e+02,3.376e+02,1.047e+03
169.5,4.439e+02,2.304e+02,4.106e+02,1.085e+03
171.1,5.729e+02,3.365e+02,5.216e+02,1.431e+03
172.7,7.120e+02,7.175e+02,6.345e+02,2.064e+03
174.2,7.270e+02,1.208e+03,6.751e+02,2.610e+03
175.8,6.799e+02,1.576e+03,7.288e+02,2.985e+03
177.4,6.184e+02,1.837e+03,8.563e+02,3.312e+03
179.0,5.270e+02,2.014e+03,1.016e+03,3.557e+03
180.5,4.135e+02,2.104e+03,1.026e+03,3.543e+03
182.1,3.565e+02,2.195e+03,1.056e+03,3.608e+03
183.7,2.970e+02,2.120e+03,1.119e+03,3.535e+03
185.2,3.413e+02,2.114e+03,1.164e+03,3.619e+03
186.8,4.814e+02,2.048e+03,1.172e+03,3.701e+03
188.4,7.182e+02,2.257e+03,1.239e+03,4.214e+03
189.9,9.402e+02,2.678e+03,1.463e+03,5.081e+03
191.5,1.060e+03,3.582e+03,1.916e+03,6.558e+03
193.1,1.163e+03,4.255e+03,2.474e+03,7.892e+03
194.6,1.171e+03,3.523e+03,2.724e+03,7.418e+03
196.2,1.216e+03,3.436e+03,2.255e+03,6.906e+03
197.8,1.110e+03,3.207e+03,1.974e+03,6.291e+03
199.4,1.039e+03,3.277e+03,2.016e+03,6.331e+03
